"Number of daily smokers - both (IHME, GHDx (2012))",Entity,Code,Year
537624,Kuwait,KWT,2010
566353,Kuwait,KWT,2011
594458,Kuwait,KWT,2012
478866,Kyrgyzstan,KGZ,1980
491483,Kyrgyzstan,KGZ,1981
504129,Kyrgyzstan,KGZ,1982
516822,Kyrgyzstan,KGZ,1983
529349,Kyrgyzstan,KGZ,1984
541608,Kyrgyzstan,KGZ,1985
554313,Kyrgyzstan,KGZ,1986
566887,Kyrgyzstan,KGZ,1987
580617,Kyrgyzstan,KGZ,1988
593918,Kyrgyzstan,KGZ,1989
605842,Kyrgyzstan,KGZ,1990
612076,Kyrgyzstan,KGZ,1991
610953,Kyrgyzstan,KGZ,1992
604479,Kyrgyzstan,KGZ,1993
587559,Kyrgyzstan,KGZ,1994
571065,Kyrgyzstan,KGZ,1995
559655,Kyrgyzstan,KGZ,1996
554390,Kyrgyzstan,KGZ,1997
554262,Kyrgyzstan,KGZ,1998
555737,Kyrgyzstan,KGZ,1999
559340,Kyrgyzstan,KGZ,2000
565856,Kyrgyzstan,KGZ,2001
574305,Kyrgyzstan,KGZ,2002
591620,Kyrgyzstan,KGZ,2003
611133,Kyrgyzstan,KGZ,2004
629736,Kyrgyzstan,KGZ,2005
640234,Kyrgyzstan,KGZ,2006
649969,Kyrgyzstan,KGZ,2007
659826,Kyrgyzstan,KGZ,2008
668428,Kyrgyzstan,KGZ,2009
675788,Kyrgyzstan,KGZ,2010
684582,Kyrgyzstan,KGZ,2011
692756,Kyrgyzstan,KGZ,2012
616080,Laos,LAO,1980
625189,Laos,LAO,1981
638079,Laos,LAO,1982
654267,Laos,LAO,1983
672381,Laos,LAO,1984
691086,Laos,LAO,1985
711184,Laos,LAO,1986
733687,Laos,LAO,1987
758124,Laos,LAO,1988
781874,Laos,LAO,1989
805244,Laos,LAO,1990
828421,Laos,LAO,1991
851231,Laos,LAO,1992
874276,Laos,LAO,1993
896127,Laos,LAO,1994
917511,Laos,LAO,1995
938509,Laos,LAO,1996
951836,Laos,LAO,1997
963155,Laos,LAO,1998
973346,Laos,LAO,1999
982828,Laos,LAO,2000
991708,Laos,LAO,2001
999595,Laos,LAO,2002
1007382,Laos,LAO,2003
1007731,Laos,LAO,2004
1012234,Laos,LAO,2005
1022580,Laos,LAO,2006
1038220,Laos,LAO,2007
1058608,Laos,LAO,2008
1082659,Laos,LAO,2009
1109177,Laos,LAO,2010
1137351,Laos,LAO,2011
1169048,Laos,LAO,2012
562648,Latvia,LVA,1980
564329,Latvia,LVA,1981
566360,Latvia,LVA,1982
568919,Latvia,LVA,1983
572260,Latvia,LVA,1984
576612,Latvia,LVA,1985
582120,Latvia,LVA,1986
589213,Latvia,LVA,1987
596273,Latvia,LVA,1988
599896,Latvia,LVA,1989
600196,Latvia,LVA,1990
600266,Latvia,LVA,1991
597498,Latvia,LVA,1992
591288,Latvia,LVA,1993
587503,Latvia,LVA,1994
585774,Latvia,LVA,1995
585802,Latvia,LVA,1996
588433,Latvia,LVA,1997
591010,Latvia,LVA,1998
596029,Latvia,LVA,1999
598764,Latvia,LVA,2000
600666,Latvia,LVA,2001
601275,Latvia,LVA,2002
601618,Latvia,LVA,2003
597459,Latvia,LVA,2004
593552,Latvia,LVA,2005
586750,Latvia,LVA,2006
581309,Latvia,LVA,2007
577892,Latvia,LVA,2008
576079,Latvia,LVA,2009
570064,Latvia,LVA,2010
565843,Latvia,LVA,2011
561321,Latvia,LVA,2012
571915,Lebanon,LBN,1980
584741,Lebanon,LBN,1981
606415,Lebanon,LBN,1982
626283,Lebanon,LBN,1983
638527,Lebanon,LBN,1984
642496,Lebanon,LBN,1985
646060,Lebanon,LBN,1986
645595,Lebanon,LBN,1987
652239,Lebanon,LBN,1988
669000,Lebanon,LBN,1989
689764,Lebanon,LBN,1990
712445,Lebanon,LBN,1991
739870,Lebanon,LBN,1992
769368,Lebanon,LBN,1993
796216,Lebanon,LBN,1994
817918,Lebanon,LBN,1995
833171,Lebanon,LBN,1996
837205,Lebanon,LBN,1997
830214,Lebanon,LBN,1998
820838,Lebanon,LBN,1999
814565,Lebanon,LBN,2000
814752,Lebanon,LBN,2001
820486,Lebanon,LBN,2002
829986,Lebanon,LBN,2003
838724,Lebanon,LBN,2004
845666,Lebanon,LBN,2005
849641,Lebanon,LBN,2006
850204,Lebanon,LBN,2007
851363,Lebanon,LBN,2008
860088,Lebanon,LBN,2009
880025,Lebanon,LBN,2010
925137,Lebanon,LBN,2011
983600,Lebanon,LBN,2012
150329,Lesotho,LSO,1980
154393,Lesotho,LSO,1981
158409,Lesotho,LSO,1982
162612,Lesotho,LSO,1983
166582,Lesotho,LSO,1984
170389,Lesotho,LSO,1985
174085,Lesotho,LSO,1986
177827,Lesotho,LSO,1987
181596,Lesotho,LSO,1988
185637,Lesotho,LSO,1989
190166,Lesotho,LSO,1990
195462,Lesotho,LSO,1991
201372,Lesotho,LSO,1992
207446,Lesotho,LSO,1993
213004,Lesotho,LSO,1994
217768,Lesotho,LSO,1995
221311,Lesotho,LSO,1996
222047,Lesotho,LSO,1997
221800,Lesotho,LSO,1998
221422,Lesotho,LSO,1999
221287,Lesotho,LSO,2000
221410,Lesotho,LSO,2001
219117,Lesotho,LSO,2002
216915,Lesotho,LSO,2003
214909,Lesotho,LSO,2004
213186,Lesotho,LSO,2005
210795,Lesotho,LSO,2006
208602,Lesotho,LSO,2007
207159,Lesotho,LSO,2008
207193,Lesotho,LSO,2009
208575,Lesotho,LSO,2010
212443,Lesotho,LSO,2011
217171,Lesotho,LSO,2012
81162,Liberia,LBR,1980
83565,Liberia,LBR,1981
86214,Liberia,LBR,1982
88723,Liberia,LBR,1983
90657,Liberia,LBR,1984
91694,Liberia,LBR,1985
91755,Liberia,LBR,1986
91090,Liberia,LBR,1987
89897,Liberia,LBR,1988
88422,Liberia,LBR,1989
86938,Liberia,LBR,1990
85410,Liberia,LBR,1991
83920,Liberia,LBR,1992
83148,Liberia,LBR,1993
83944,Liberia,LBR,1994
86827,Liberia,LBR,1995
92207,Liberia,LBR,1996
98162,Liberia,LBR,1997
105054,Liberia,LBR,1998
111905,Liberia,LBR,1999
117713,Liberia,LBR,2000
121932,Liberia,LBR,2001
124876,Liberia,LBR,2002
126902,Liberia,LBR,2003
128994,Liberia,LBR,2004
131889,Liberia,LBR,2005
135721,Liberia,LBR,2006
139970,Liberia,LBR,2007
142193,Liberia,LBR,2008
143945,Liberia,LBR,2009
145331,Liberia,LBR,2010
146670,Liberia,LBR,2011
150065,Liberia,LBR,2012
276795,Libya,LBY,1980
282371,Libya,LBY,1981
288088,Libya,LBY,1982
292173,Libya,LBY,1983
292811,Libya,LBY,1984
292683,Libya,LBY,1985
288810,Libya,LBY,1986
281545,Libya,LBY,1987
276489,Libya,LBY,1988
274301,Libya,LBY,1989
276896,Libya,LBY,1990
283959,Libya,LBY,1991
291348,Libya,LBY,1992
298668,Libya,LBY,1993
305703,Libya,LBY,1994
312114,Libya,LBY,1995
318580,Libya,LBY,1996
339930,Libya,LBY,1997
355543,Libya,LBY,1998
368524,Libya,LBY,1999
380981,Libya,LBY,2000
391108,Libya,LBY,2001
401162,Libya,LBY,2002
414478,Libya,LBY,2003
430787,Libya,LBY,2004
452154,Libya,LBY,2005
480520,Libya,LBY,2006
532489,Libya,LBY,2007
590089,Libya,LBY,2008
644383,Libya,LBY,2009
670930,Libya,LBY,2010
664177,Libya,LBY,2011
669123,Libya,LBY,2012
549164,Lithuania,LTU,1980
555433,Lithuania,LTU,1981
561171,Lithuania,LTU,1982
566289,Lithuania,LTU,1983
571632,Lithuania,LTU,1984
577292,Lithuania,LTU,1985
582883,Lithuania,LTU,1986
588552,Lithuania,LTU,1987
593390,Lithuania,LTU,1988
597071,Lithuania,LTU,1989
599492,Lithuania,LTU,1990
601856,Lithuania,LTU,1991
606951,Lithuania,LTU,1992
613815,Lithuania,LTU,1993
623084,Lithuania,LTU,1994
639127,Lithuania,LTU,1995
654462,Lithuania,LTU,1996
671516,Lithuania,LTU,1997
685780,Lithuania,LTU,1998
696727,Lithuania,LTU,1999
703109,Lithuania,LTU,2000
704367,Lithuania,LTU,2001
705501,Lithuania,LTU,2002
707775,Lithuania,LTU,2003
711666,Lithuania,LTU,2004
719668,Lithuania,LTU,2005
719778,Lithuania,LTU,2006
722927,Lithuania,LTU,2007
727205,Lithuania,LTU,2008
733873,Lithuania,LTU,2009
722428,Lithuania,LTU,2010
720261,Lithuania,LTU,2011
717098,Lithuania,LTU,2012
96196,Luxembourg,LUX,1980
96209,Luxembourg,LUX,1981
96161,Luxembourg,LUX,1982
96106,Luxembourg,LUX,1983
95825,Luxembourg,LUX,1984
95529,Luxembourg,LUX,1985
95242,Luxembourg,LUX,1986
95129,Luxembourg,LUX,1987
95208,Luxembourg,LUX,1988
95140,Luxembourg,LUX,1989
94721,Luxembourg,LUX,1990
94324,Luxembourg,LUX,1991
93907,Luxembourg,LUX,1992
93664,Luxembourg,LUX,1993
94433,Luxembourg,LUX,1994
95615,Luxembourg,LUX,1995
97142,Luxembourg,LUX,1996
98550,Luxembourg,LUX,1997
99707,Luxembourg,LUX,1998
100603,Luxembourg,LUX,1999
101470,Luxembourg,LUX,2000
102276,Luxembourg,LUX,2001
102751,Luxembourg,LUX,2002
102207,Luxembourg,LUX,2003
101126,Luxembourg,LUX,2004
100088,Luxembourg,LUX,2005
100886,Luxembourg,LUX,2006
102003,Luxembourg,LUX,2007
102230,Luxembourg,LUX,2008
103013,Luxembourg,LUX,2009
103731,Luxembourg,LUX,2010
104810,Luxembourg,LUX,2011
106192,Luxembourg,LUX,2012
469403,Macedonia,MKD,1980
477570,Macedonia,MKD,1981
484975,Macedonia,MKD,1982
491875,Macedonia,MKD,1983
499356,Macedonia,MKD,1984
507549,Macedonia,MKD,1985
517149,Macedonia,MKD,1986
527384,Macedonia,MKD,1987
537327,Macedonia,MKD,1988
546278,Macedonia,MKD,1989
552535,Macedonia,MKD,1990
555639,Macedonia,MKD,1991
556053,Macedonia,MKD,1992
555078,Macedonia,MKD,1993
554691,Macedonia,MKD,1994
556133,Macedonia,MKD,1995
560002,Macedonia,MKD,1996
571223,Macedonia,MKD,1997
581569,Macedonia,MKD,1998
590807,Macedonia,MKD,1999
599210,Macedonia,MKD,2000
604901,Macedonia,MKD,2001
609111,Macedonia,MKD,2002
612285,Macedonia,MKD,2003
615687,Macedonia,MKD,2004
619445,Macedonia,MKD,2005
623111,Macedonia,MKD,2006
627074,Macedonia,MKD,2007
631395,Macedonia,MKD,2008
635374,Macedonia,MKD,2009
638896,Macedonia,MKD,2010
642519,Macedonia,MKD,2011
645135,Macedonia,MKD,2012
1051925,Madagascar,MDG,1980
1075978,Madagascar,MDG,1981
1100478,Madagascar,MDG,1982
1127285,Madagascar,MDG,1983
1155827,Madagascar,MDG,1984
1186337,Madagascar,MDG,1985
1219464,Madagascar,MDG,1986
1254704,Madagascar,MDG,1987
1292748,Madagascar,MDG,1988
1334203,Madagascar,MDG,1989
1378002,Madagascar,MDG,1990
1422900,Madagascar,MDG,1991
1471657,Madagascar,MDG,1992
1525157,Madagascar,MDG,1993
1583176,Madagascar,MDG,1994
1645211,Madagascar,MDG,1995
1711281,Madagascar,MDG,1996
1702965,Madagascar,MDG,1997
1710009,Madagascar,MDG,1998
1730243,Madagascar,MDG,1999
1758428,Madagascar,MDG,2000
1789135,Madagascar,MDG,2001
1812835,Madagascar,MDG,2002
1830416,Madagascar,MDG,2003
1837401,Madagascar,MDG,2004
1768705,Madagascar,MDG,2005
1702691,Madagascar,MDG,2006
1645663,Madagascar,MDG,2007
1603934,Madagascar,MDG,2008
1586986,Madagascar,MDG,2009
1622557,Madagascar,MDG,2010
1672860,Madagascar,MDG,2011
1736849,Madagascar,MDG,2012
428945,Malawi,MWI,1980
437724,Malawi,MWI,1981
444970,Malawi,MWI,1982
453610,Malawi,MWI,1983
467717,Malawi,MWI,1984
489331,Malawi,MWI,1985
519742,Malawi,MWI,1986
557428,Malawi,MWI,1987
597771,Malawi,MWI,1988
634664,Malawi,MWI,1989
663978,Malawi,MWI,1990
684219,Malawi,MWI,1991
696581,Malawi,MWI,1992
704577,Malawi,MWI,1993
711969,Malawi,MWI,1994
722700,Malawi,MWI,1995
737419,Malawi,MWI,1996
742213,Malawi,MWI,1997
748835,Malawi,MWI,1998
755227,Malawi,MWI,1999
759837,Malawi,MWI,2000
752390,Malawi,MWI,2001
746139,Malawi,MWI,2002
742193,Malawi,MWI,2003
740614,Malawi,MWI,2004
741922,Malawi,MWI,2005
745850,Malawi,MWI,2006
751264,Malawi,MWI,2007
759095,Malawi,MWI,2008
770218,Malawi,MWI,2009
788590,Malawi,MWI,2010
813382,Malawi,MWI,2011
842296,Malawi,MWI,2012
1994018,Malaysia,MYS,1980
2034453,Malaysia,MYS,1981
2076147,Malaysia,MYS,1982
2121046,Malaysia,MYS,1983
2170886,Malaysia,MYS,1984
2234727,Malaysia,MYS,1985
2310905,Malaysia,MYS,1986
2394241,Malaysia,MYS,1987
2477850,Malaysia,MYS,1988
2557961,Malaysia,MYS,1989
2633744,Malaysia,MYS,1990
2703055,Malaysia,MYS,1991
2767768,Malaysia,MYS,1992
2830990,Malaysia,MYS,1993
2893398,Malaysia,MYS,1994
2958926,Malaysia,MYS,1995
3029254,Malaysia,MYS,1996
3087480,Malaysia,MYS,1997
3162243,Malaysia,MYS,1998
3236036,Malaysia,MYS,1999
3302524,Malaysia,MYS,2000
3367933,Malaysia,MYS,2001
3424980,Malaysia,MYS,2002
3473537,Malaysia,MYS,2003
3491809,Malaysia,MYS,2004
3512893,Malaysia,MYS,2005
3558685,Malaysia,MYS,2006
3613131,Malaysia,MYS,2007
3677770,Malaysia,MYS,2008
3760559,Malaysia,MYS,2009
3864928,Malaysia,MYS,2010
3977655,Malaysia,MYS,2011
4085928,Malaysia,MYS,2012
17679,Maldives,MDV,1980
18207,Maldives,MDV,1981
18776,Maldives,MDV,1982
19356,Maldives,MDV,1983
19897,Maldives,MDV,1984
20396,Maldives,MDV,1985
20868,Maldives,MDV,1986
21319,Maldives,MDV,1987
21747,Maldives,MDV,1988
22160,Maldives,MDV,1989
22582,Maldives,MDV,1990
23004,Maldives,MDV,1991
23440,Maldives,MDV,1992
23925,Maldives,MDV,1993
24454,Maldives,MDV,1994
25085,Maldives,MDV,1995
25812,Maldives,MDV,1996
26699,Maldives,MDV,1997
27637,Maldives,MDV,1998
28619,Maldives,MDV,1999
29659,Maldives,MDV,2000
30764,Maldives,MDV,2001
31932,Maldives,MDV,2002
33154,Maldives,MDV,2003
34470,Maldives,MDV,2004
36045,Maldives,MDV,2005
37745,Maldives,MDV,2006
39558,Maldives,MDV,2007
41461,Maldives,MDV,2008
43429,Maldives,MDV,2009
45162,Maldives,MDV,2010
46819,Maldives,MDV,2011
48450,Maldives,MDV,2012
394923,Mali,MLI,1980
400407,Mali,MLI,1981
406580,Mali,MLI,1982
412805,Mali,MLI,1983
418056,Mali,MLI,1984
421818,Mali,MLI,1985
423653,Mali,MLI,1986
424087,Mali,MLI,1987
424600,Mali,MLI,1988
426959,Mali,MLI,1989
431862,Mali,MLI,1990
439329,Mali,MLI,1991
449333,Mali,MLI,1992
461464,Mali,MLI,1993
474834,Mali,MLI,1994
488765,Mali,MLI,1995
502804,Mali,MLI,1996
514771,Mali,MLI,1997
527771,Mali,MLI,1998
542248,Mali,MLI,1999
558050,Mali,MLI,2000
575093,Mali,MLI,2001
592962,Mali,MLI,2002
612114,Mali,MLI,2003
631188,Mali,MLI,2004
651403,Mali,MLI,2005
672540,Mali,MLI,2006
693925,Mali,MLI,2007
716458,Mali,MLI,2008
740311,Mali,MLI,2009
763965,Mali,MLI,2010
786396,Mali,MLI,2011
808244,Mali,MLI,2012
65589,Malta,MLT,1980
67142,Malta,MLT,1981
68813,Malta,MLT,1982
70628,Malta,MLT,1983
72511,Malta,MLT,1984
74428,Malta,MLT,1985
76300,Malta,MLT,1986
78040,Malta,MLT,1987
79502,Malta,MLT,1988
80740,Malta,MLT,1989
81832,Malta,MLT,1990
82738,Malta,MLT,1991
83509,Malta,MLT,1992
84146,Malta,MLT,1993
84596,Malta,MLT,1994
84840,Malta,MLT,1995
84986,Malta,MLT,1996
84333,Malta,MLT,1997
83766,Malta,MLT,1998
83165,Malta,MLT,1999
82366,Malta,MLT,2000
81728,Malta,MLT,2001
81098,Malta,MLT,2002
79821,Malta,MLT,2003
78698,Malta,MLT,2004
77642,Malta,MLT,2005
76897,Malta,MLT,2006
76405,Malta,MLT,2007
76240,Malta,MLT,2008
77328,Malta,MLT,2009
78143,Malta,MLT,2010
79181,Malta,MLT,2011
80354,Malta,MLT,2012
3256,Marshall Islands,MHL,1980
3428,Marshall Islands,MHL,1981
3577,Marshall Islands,MHL,1982
3741,Marshall Islands,MHL,1983
3916,Marshall Islands,MHL,1984
4109,Marshall Islands,MHL,1985
4307,Marshall Islands,MHL,1986
4514,Marshall Islands,MHL,1987
4732,Marshall Islands,MHL,1988
4890,Marshall Islands,MHL,1989
5032,Marshall Islands,MHL,1990
5174,Marshall Islands,MHL,1991
5289,Marshall Islands,MHL,1992
5395,Marshall Islands,MHL,1993
5488,Marshall Islands,MHL,1994
5567,Marshall Islands,MHL,1995
5649,Marshall Islands,MHL,1996
5720,Marshall Islands,MHL,1997
5802,Marshall Islands,MHL,1998
5890,Marshall Islands,MHL,1999
5981,Marshall Islands,MHL,2000
6088,Marshall Islands,MHL,2001
6217,Marshall Islands,MHL,2002
6330,Marshall Islands,MHL,2003
6441,Marshall Islands,MHL,2004
6550,Marshall Islands,MHL,2005
6660,Marshall Islands,MHL,2006
6769,Marshall Islands,MHL,2007
6880,Marshall Islands,MHL,2008
7003,Marshall Islands,MHL,2009
7155,Marshall Islands,MHL,2010
7312,Marshall Islands,MHL,2011
7478,Marshall Islands,MHL,2012
77741,Mauritania,MRT,1980
80307,Mauritania,MRT,1981
83077,Mauritania,MRT,1982
85958,Mauritania,MRT,1983
89031,Mauritania,MRT,1984
92164,Mauritania,MRT,1985
95302,Mauritania,MRT,1986
98603,Mauritania,MRT,1987
102209,Mauritania,MRT,1988
106073,Mauritania,MRT,1989
110291,Mauritania,MRT,1990
114782,Mauritania,MRT,1991
119693,Mauritania,MRT,1992
124953,Mauritania,MRT,1993
130810,Mauritania,MRT,1994
137140,Mauritania,MRT,1995
143867,Mauritania,MRT,1996
151110,Mauritania,MRT,1997
159081,Mauritania,MRT,1998
167646,Mauritania,MRT,1999
177102,Mauritania,MRT,2000
187291,Mauritania,MRT,2001
198201,Mauritania,MRT,2002
209193,Mauritania,MRT,2003
218831,Mauritania,MRT,2004
228315,Mauritania,MRT,2005
236406,Mauritania,MRT,2006
245673,Mauritania,MRT,2007
255347,Mauritania,MRT,2008
265760,Mauritania,MRT,2009
275938,Mauritania,MRT,2010
285824,Mauritania,MRT,2011
295072,Mauritania,MRT,2012
130932,Mauritius,MUS,1980
134385,Mauritius,MUS,1981
137600,Mauritius,MUS,1982
140619,Mauritius,MUS,1983
143518,Mauritius,MUS,1984
146419,Mauritius,MUS,1985
149247,Mauritius,MUS,1986
151946,Mauritius,MUS,1987
154583,Mauritius,MUS,1988
157357,Mauritius,MUS,1989
160265,Mauritius,MUS,1990
163351,Mauritius,MUS,1991
166581,Mauritius,MUS,1992
168356,Mauritius,MUS,1993
169582,Mauritius,MUS,1994
170378,Mauritius,MUS,1995
170696,Mauritius,MUS,1996
169214,Mauritius,MUS,1997
167806,Mauritius,MUS,1998
164203,Mauritius,MUS,1999
160555,Mauritius,MUS,2000
157370,Mauritius,MUS,2001
155005,Mauritius,MUS,2002
153649,Mauritius,MUS,2003
154915,Mauritius,MUS,2004
156979,Mauritius,MUS,2005
159568,Mauritius,MUS,2006
162544,Mauritius,MUS,2007
165731,Mauritius,MUS,2008
169357,Mauritius,MUS,2009
173235,Mauritius,MUS,2010
177126,Mauritius,MUS,2011
180963,Mauritius,MUS,2012
10121218,Mexico,MEX,1980
10136531,Mexico,MEX,1981
10278811,Mexico,MEX,1982
10552366,Mexico,MEX,1983
10864714,Mexico,MEX,1984
11226486,Mexico,MEX,1985
11695834,Mexico,MEX,1986
12213611,Mexico,MEX,1987
12771903,Mexico,MEX,1988
13116021,Mexico,MEX,1989
13390657,Mexico,MEX,1990
13580359,Mexico,MEX,1991
13672636,Mexico,MEX,1992
13689015,Mexico,MEX,1993
13183042,Mexico,MEX,1994
12630785,Mexico,MEX,1995
11953082,Mexico,MEX,1996
11051270,Mexico,MEX,1997
10290294,Mexico,MEX,1998
9595458,Mexico,MEX,1999
9061762,Mexico,MEX,2000
8667349,Mexico,MEX,2001
8376157,Mexico,MEX,2002
8108411,Mexico,MEX,2003
7998155,Mexico,MEX,2004
7898130,Mexico,MEX,2005
7708635,Mexico,MEX,2006
7536182,Mexico,MEX,2007
7440285,Mexico,MEX,2008
7514808,Mexico,MEX,2009
7810113,Mexico,MEX,2010
8167695,Mexico,MEX,2011
8496024,Mexico,MEX,2012
10014,Micronesia,,1980
10403,Micronesia,,1981
10817,Micronesia,,1982
11250,Micronesia,,1983
11696,Micronesia,,1984
12119,Micronesia,,1985
12522,Micronesia,,1986
12909,Micronesia,,1987
13278,Micronesia,,1988
13635,Micronesia,,1989
13978,Micronesia,,1990
14307,Micronesia,,1991
14619,Micronesia,,1992
14900,Micronesia,,1993
15134,Micronesia,,1994
15318,Micronesia,,1995
15467,Micronesia,,1996
15707,Micronesia,,1997
15826,Micronesia,,1998
15881,Micronesia,,1999
15900,Micronesia,,2000
15901,Micronesia,,2001
15896,Micronesia,,2002
15883,Micronesia,,2003
15870,Micronesia,,2004
15849,Micronesia,,2005
15822,Micronesia,,2006
15797,Micronesia,,2007
15790,Micronesia,,2008
15813,Micronesia,,2009
15877,Micronesia,,2010
15981,Micronesia,,2011
16121,Micronesia,,2012
757212,Moldova,MDA,1980
766688,Moldova,MDA,1981
777219,Moldova,MDA,1982
787276,Moldova,MDA,1983
795930,Moldova,MDA,1984
801311,Moldova,MDA,1985
807347,Moldova,MDA,1986
811933,Moldova,MDA,1987
815984,Moldova,MDA,1988
820750,Moldova,MDA,1989
823648,Moldova,MDA,1990
816722,Moldova,MDA,1991
796511,Moldova,MDA,1992
777849,Moldova,MDA,1993
752388,Moldova,MDA,1994
728174,Moldova,MDA,1995
706937,Moldova,MDA,1996
674159,Moldova,MDA,1997
646167,Moldova,MDA,1998
622925,Moldova,MDA,1999
606264,Moldova,MDA,2000
595579,Moldova,MDA,2001
589895,Moldova,MDA,2002
587244,Moldova,MDA,2003
587556,Moldova,MDA,2004
591100,Moldova,MDA,2005
583464,Moldova,MDA,2006
577174,Moldova,MDA,2007
575991,Moldova,MDA,2008
574764,Moldova,MDA,2009
578451,Moldova,MDA,2010
594522,Moldova,MDA,2011
611955,Moldova,MDA,2012
198955,Mongolia,MNG,1980
205610,Mongolia,MNG,1981
212887,Mongolia,MNG,1982
220500,Mongolia,MNG,1983
228682,Mongolia,MNG,1984
237511,Mongolia,MNG,1985
247042,Mongolia,MNG,1986
257127,Mongolia,MNG,1987
267227,Mongolia,MNG,1988
276598,Mongolia,MNG,1989
284662,Mongolia,MNG,1990
290994,Mongolia,MNG,1991
295675,Mongolia,MNG,1992
299589,Mongolia,MNG,1993
303703,Mongolia,MNG,1994
308930,Mongolia,MNG,1995
314988,Mongolia,MNG,1996
322503,Mongolia,MNG,1997
331017,Mongolia,MNG,1998
340402,Mongolia,MNG,1999
351258,Mongolia,MNG,2000
362657,Mongolia,MNG,2001
374772,Mongolia,MNG,2002
387669,Mongolia,MNG,2003
401521,Mongolia,MNG,2004
415717,Mongolia,MNG,2005
428699,Mongolia,MNG,2006
442436,Mongolia,MNG,2007
457329,Mongolia,MNG,2008
471754,Mongolia,MNG,2009
486670,Mongolia,MNG,2010
502588,Mongolia,MNG,2011
518930,Mongolia,MNG,2012
112634,Montenegro,MNE,1980
114055,Montenegro,MNE,1981
115675,Montenegro,MNE,1982
117320,Montenegro,MNE,1983
118834,Montenegro,MNE,1984
120098,Montenegro,MNE,1985
121055,Montenegro,MNE,1986
121753,Montenegro,MNE,1987
122263,Montenegro,MNE,1988
122668,Montenegro,MNE,1989
123067,Montenegro,MNE,1990
123755,Montenegro,MNE,1991
124979,Montenegro,MNE,1992
126879,Montenegro,MNE,1993
128694,Montenegro,MNE,1994
130178,Montenegro,MNE,1995
130893,Montenegro,MNE,1996
131548,Montenegro,MNE,1997
132063,Montenegro,MNE,1998
132947,Montenegro,MNE,1999
133565,Montenegro,MNE,2000
134204,Montenegro,MNE,2001
134833,Montenegro,MNE,2002
135437,Montenegro,MNE,2003
135913,Montenegro,MNE,2004
136162,Montenegro,MNE,2005
135946,Montenegro,MNE,2006
135271,Montenegro,MNE,2007
134381,Montenegro,MNE,2008
133913,Montenegro,MNE,2009
133572,Montenegro,MNE,2010
133302,Montenegro,MNE,2011
133211,Montenegro,MNE,2012
1495750,Morocco,MAR,1980
1541757,Morocco,MAR,1981
1586161,Morocco,MAR,1982
1636254,Morocco,MAR,1983
1688557,Morocco,MAR,1984
1740939,Morocco,MAR,1985
1792181,Morocco,MAR,1986
1848991,Morocco,MAR,1987
1904643,Morocco,MAR,1988
1961000,Morocco,MAR,1989
2016892,Morocco,MAR,1990
2071669,Morocco,MAR,1991
2132519,Morocco,MAR,1992
2195434,Morocco,MAR,1993
2252821,Morocco,MAR,1994
2317949,Morocco,MAR,1995
2378129,Morocco,MAR,1996
2438089,Morocco,MAR,1997
2495176,Morocco,MAR,1998
2555184,Morocco,MAR,1999
2614765,Morocco,MAR,2000
2660322,Morocco,MAR,2001
2707390,Morocco,MAR,2002
2750085,Morocco,MAR,2003
2791628,Morocco,MAR,2004
2834802,Morocco,MAR,2005
2876516,Morocco,MAR,2006
2919177,Morocco,MAR,2007
2960302,Morocco,MAR,2008
3004072,Morocco,MAR,2009
3051954,Morocco,MAR,2010
3104458,Morocco,MAR,2011
3161489,Morocco,MAR,2012
837302,Mozambique,MOZ,1980
855124,Mozambique,MOZ,1981
871873,Mozambique,MOZ,1982
884355,Mozambique,MOZ,1983
889778,Mozambique,MOZ,1984
886337,Mozambique,MOZ,1985
872115,Mozambique,MOZ,1986
850479,Mozambique,MOZ,1987
828292,Mozambique,MOZ,1988
815595,Mozambique,MOZ,1989
818936,Mozambique,MOZ,1990
841507,Mozambique,MOZ,1991
879531,Mozambique,MOZ,1992
928052,Mozambique,MOZ,1993
977388,Mozambique,MOZ,1994
1020417,Mozambique,MOZ,1995
1056658,Mozambique,MOZ,1996
1088527,Mozambique,MOZ,1997
1114324,Mozambique,MOZ,1998
1137909,Mozambique,MOZ,1999
1162287,Mozambique,MOZ,2000
1189844,Mozambique,MOZ,2001
1221017,Mozambique,MOZ,2002
1256294,Mozambique,MOZ,2003
1303126,Mozambique,MOZ,2004
1350393,Mozambique,MOZ,2005
1380449,Mozambique,MOZ,2006
1404073,Mozambique,MOZ,2007
1423015,Mozambique,MOZ,2008
1439937,Mozambique,MOZ,2009
1457274,Mozambique,MOZ,2010
1478968,Mozambique,MOZ,2011
1515245,Mozambique,MOZ,2012
4369829,Myanmar,MMR,1980
4481313,Myanmar,MMR,1981
4592475,Myanmar,MMR,1982
4704617,Myanmar,MMR,1983
4815130,Myanmar,MMR,1984
4928140,Myanmar,MMR,1985
5049231,Myanmar,MMR,1986
5185568,Myanmar,MMR,1987
5349214,Myanmar,MMR,1988
5507901,Myanmar,MMR,1989
5664430,Myanmar,MMR,1990
5824858,Myanmar,MMR,1991
5963636,Myanmar,MMR,1992
6091250,Myanmar,MMR,1993
6200023,Myanmar,MMR,1994
6298785,Myanmar,MMR,1995
6390991,Myanmar,MMR,1996
6480495,Myanmar,MMR,1997
6566871,Myanmar,MMR,1998
